Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,W/L%
2003,Paul Pierce,BOS,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,0.157,0.537
2004,Kevin Garnett,MIN,0.991,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,0.272,0.707
2004,Tim Duncan,SAS,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,0.249,0.695
2004,Jermaine O'Neal,IND,0.425,78,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,0.155,0.744
2004,Peja Stojaković,SAC,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,0.198,0.671
2004,Kobe Bryant,LAL,0.172,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,0.21,0.683
2004,Shaquille O'Neal,LAL,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,0.192,0.683
2004,Ben Wallace,DET,0.02,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,0.16,0.659
2004,Jason Kidd,NJN,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,0.141,0.573
2004,LeBron James,CLE,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,0.078,0.427
2004,Sam Cassell,MIN,0.003,81,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,0.205,0.707
2004,Baron Davis,NOH,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,0.133,0.5
2004,Dirk Nowitzki,DAL,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,0.19,0.634
2004,Andrei Kirilenko,UTA,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,0.192,0.512
2004,Carmelo Anthony,DEN,0.001,82,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,0.098,0.524
2004,Yao Ming,HOU,0.001,82,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,0.202,0.549
2004,Michael Redd,MIL,0.001,82,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,0.154,0.5
2005,Steve Nash,PHO,0.839,75,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,0.203,0.756
2005,Shaquille O'Neal,MIA,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,0.211,0.72
2005,Dirk Nowitzki,DAL,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,0.248,0.707
2005,Tim Duncan,SAS,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,0.245,0.72
2005,Allen Iverson,PHI,0.189,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,0.136,0.524
2005,LeBron James,CLE,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,0.203,0.512
2005,Tracy McGrady,HOU,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,0.18,0.622
2005,Dwyane Wade,MIA,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,0.177,0.72
2005,Amar'e Stoudemire,PHO,0.032,80,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,0.243,0.756
2005,Ray Allen,SEA,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,0.168,0.634
2005,Kevin Garnett,MIN,0.012,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,0.248,0.537
2005,Gilbert Arenas,WAS,0.003,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,0.169,0.549
2005,Vince Carter,TOT,0.002,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,0.159,
2005,P.J. Brown,NOH,0.001,82,34.4,10.8,9.0,2.2,0.9,0.6,0.446,,0.864,0.118,0.22
2005,Marcus Camby,DEN,0.001,66,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,0.138,0.598
2005,Shawn Marion,PHO,0.001,81,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,0.191,0.756
2006,Steve Nash,PHO,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,0.212,0.659
2006,LeBron James,CLE,0.55,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,0.232,0.61
2006,Dirk Nowitzki,DAL,0.435,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,0.275,0.732
2006,Kobe Bryant,LAL,0.386,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,0.224,0.549
2006,Chauncey Billups,DET,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,0.254,0.78
2006,Dwyane Wade,MIA,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,0.239,0.634
2006,Elton Brand,LAC,0.04,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,0.229,0.573
2006,Tim Duncan,SAS,0.026,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,0.187,0.768
2006,Tony Parker,SAS,0.007,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,0.169,0.768
2006,Allen Iverson,PHI,0.001,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,0.165,0.463
2006,Shawn Marion,PHO,0.001,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,0.214,0.659
2007,Dirk Nowitzki,DAL,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,0.278,0.817
2007,Steve Nash,PHO,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,0.225,0.744
2007,Kobe Bryant,LAL,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,0.199,0.512
2007,Tim Duncan,SAS,0.222,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,0.23,0.707
2007,LeBron James,CLE,0.142,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,0.206,0.61
2007,Tracy McGrady,HOU,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,0.163,0.634
2007,Chris Bosh,TOR,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,0.174,0.573
2007,Gilbert Arenas,WAS,0.024,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,0.177,0.5
2007,Carlos Boozer,UTA,0.005,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,0.185,0.622
2007,Kevin Garnett,MIN,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,0.171,0.39
2007,Chauncey Billups,DET,0.003,70,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,0.216,0.646
2007,Shaquille O'Neal,MIA,0.002,40,28.4,17.3,7.4,2.0,0.2,1.4,0.591,,0.422,0.119,0.537
2007,Dwyane Wade,MIA,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,0.219,0.537
2007,Amar'e Stoudemire,PHO,0.002,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,0.201,0.744
2007,Carmelo Anthony,DEN,0.001,65,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,0.14,0.549
2007,Baron Davis,GSW,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,0.139,0.512
2007,Tony Parker,SAS,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,0.185,0.707
2008,Kobe Bryant,LAL,0.873,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,0.208,0.695
2008,Chris Paul,NOH,0.71,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,0.284,0.683
2008,Kevin Garnett,BOS,0.532,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,0.265,0.805
2008,LeBron James,CLE,0.348,75,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,0.242,0.549
2008,Dwight Howard,ORL,0.048,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,0.2,0.634
2008,Amar'e Stoudemire,PHO,0.021,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,0.262,0.671
2008,Tim Duncan,SAS,0.02,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,0.201,0.683
2008,Tracy McGrady,HOU,0.015,66,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,0.115,0.671
2008,Steve Nash,PHO,0.014,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,0.181,0.671
2008,Manu Ginóbili,SAS,0.007,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,0.232,0.683
2008,Dirk Nowitzki,DAL,0.004,77,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,0.223,0.622
2008,Deron Williams,UTA,0.003,82,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,0.177,0.659
2008,Carmelo Anthony,DEN,0.002,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,0.14,0.61
2008,Carlos Boozer,UTA,0.001,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,0.173,0.659
2008,Antawn Jamison,WAS,0.001,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,0.144,0.524
2008,Paul Pierce,BOS,0.001,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,0.207,0.805
2008,Rasheed Wallace,DET,0.001,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,0.155,0.72
2009,LeBron James,CLE,0.969,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,0.318,0.805
2009,Kobe Bryant,LAL,0.577,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,0.206,0.793
2009,Dwyane Wade,MIA,0.562,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,0.232,0.524
2009,Dwight Howard,ORL,0.271,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,0.234,0.72
2009,Chris Paul,NOH,0.159,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,0.292,0.598
2009,Chauncey Billups,TOT,0.027,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,0.174,
2009,Paul Pierce,BOS,0.017,81,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,0.164,0.756
2009,Tony Parker,SAS,0.007,72,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,0.168,0.659
2009,Brandon Roy,POR,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,0.223,0.659
2009,Dirk Nowitzki,DAL,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,0.171,0.61
2009,Tim Duncan,SAS,0.002,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,0.191,0.659
2009,Yao Ming,HOU,0.001,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,0.196,0.646
2010,LeBron James,CLE,0.98,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,0.299,0.744
2010,Kevin Durant,OKC,0.495,82,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,0.238,0.61
2010,Kobe Bryant,LAL,0.487,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,0.16,0.695
2010,Dwight Howard,ORL,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,0.223,0.72
2010,Dwyane Wade,MIA,0.097,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,0.224,0.573
2010,Carmelo Anthony,DEN,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,0.145,0.646
2010,Dirk Nowitzki,DAL,0.045,81,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,0.194,0.671
2010,Steve Nash,PHO,0.04,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,0.178,0.659
2010,Deron Williams,UTA,0.006,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,0.177,0.646
2010,Amar'e Stoudemire,PHO,0.004,82,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.167,0.771,0.181,0.659
2010,Manu Ginóbili,SAS,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,0.216,0.61
2010,Chauncey Billups,DEN,0.001,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,0.182,0.646
2010,Chris Bosh,TOR,0.001,70,36.1,24.0,10.8,2.4,0.6,1.0,0.518,0.364,0.797,0.182,0.488
2010,Stephen Jackson,TOT,0.001,81,38.6,20.6,5.0,3.7,1.6,0.5,0.423,0.328,0.779,0.077,
2010,Joe Johnson,ATL,0.001,76,38.0,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,0.14,0.646
2011,Derrick Rose,CHI,0.977,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,0.208,0.756
2011,Dwight Howard,ORL,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,0.235,0.634
2011,LeBron James,MIA,0.431,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,0.244,0.707
2011,Kobe Bryant,LAL,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,0.178,0.695
2011,Kevin Durant,OKC,0.157,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,0.189,0.671
2011,Dirk Nowitzki,DAL,0.093,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.393,0.892,0.213,0.695
2011,Dwyane Wade,MIA,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,0.218,0.707
2011,Manu Ginóbili,SAS,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,0.195,0.744
2011,Amar'e Stoudemire,NYK,0.007,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,0.134,0.512
2011,Blake Griffin,LAC,0.004,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,0.152,0.39
2011,Rajon Rondo,BOS,0.004,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,0.126,0.683
2011,Tony Parker,SAS,0.002,78,32.4,17.5,3.1,6.6,1.2,0.0,0.519,0.357,0.769,0.156,0.744
2011,Chris Paul,NOH,0.002,80,36.0,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,0.232,0.561
2012,LeBron James,MIA,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,0.298,0.697
2012,Kevin Durant,OKC,0.735,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,0.23,0.712
2012,Chris Paul,LAC,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,0.278,0.606
2012,Kobe Bryant,LAL,0.291,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,0.132,0.621
2012,Tony Parker,SAS,0.274,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,0.177,0.758
2012,Kevin Love,MIN,0.048,55,39.0,26.0,13.3,2.0,0.9,0.5,0.448,0.372,0.824,0.223,0.394
2012,Dwight Howard,ORL,0.011,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,0.179,0.561
2012,Rajon Rondo,BOS,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,0.121,0.591
2012,Steve Nash,PHO,0.006,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,0.144,0.5
2012,Dwyane Wade,MIA,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,0.227,0.697
2012,Derrick Rose,CHI,0.004,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,0.211,0.758
2012,Dirk Nowitzki,DAL,0.003,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,0.175,0.545
2012,Russell Westbrook,OKC,0.003,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,0.163,0.712
2012,Tim Duncan,SAS,0.002,58,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,0.174,0.758
2012,Joe Johnson,ATL,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,0.145,0.606
2013,LeBron James,MIA,0.998,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,0.322,0.805
2013,Kevin Durant,OKC,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,0.291,0.732
2013,Carmelo Anthony,NYK,0.393,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,0.184,0.659
2013,Chris Paul,LAC,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,0.287,0.683
2013,Kobe Bryant,LAL,0.152,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,0.174,0.549
2013,Tony Parker,SAS,0.071,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,0.206,0.707
2013,Tim Duncan,SAS,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,0.191,0.707
2013,James Harden,HOU,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,0.206,0.549
2013,Russell Westbrook,OKC,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,0.195,0.732
2013,Dwyane Wade,MIA,0.004,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,0.192,0.805
2013,Stephen Curry,GSW,0.002,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,0.18,0.573
2013,Kevin Garnett,BOS,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,0.133,0.506
2013,Marc Gasol,MEM,0.001,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,0.197,0.683
2013,Ty Lawson,DEN,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,0.141,0.695
2013,David Lee,GSW,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,0.15,0.573
2013,Joakim Noah,CHI,0.001,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,0.145,0.549
2014,Kevin Durant,OKC,0.986,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,0.295,0.72
2014,LeBron James,MIA,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,0.264,0.659
2014,Blake Griffin,LAC,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,0.205,0.695
2014,Joakim Noah,CHI,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,0.19,0.585
2014,James Harden,HOU,0.068,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,0.221,0.659
2014,Stephen Curry,GSW,0.053,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,0.225,0.622
2014,Chris Paul,LAC,0.036,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,0.27,0.695
2014,Al Jefferson,CHA,0.027,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,0.146,0.524
2014,Paul George,IND,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,0.178,0.683
2014,LaMarcus Aldridge,POR,0.021,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,0.144,0.659
2014,Kevin Love,MIN,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,0.245,0.488
2014,Tim Duncan,SAS,0.017,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,0.164,0.756
2014,Tony Parker,SAS,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,0.141,0.756
2014,Dirk Nowitzki,DAL,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,0.199,0.598
2014,Carmelo Anthony,NYK,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,0.172,0.451
2014,Goran Dragić,PHO,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,0.186,0.585
2014,Mike Conley,MEM,0.001,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,0.161,0.61
2015,Stephen Curry,GSW,0.922,80,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,0.288,0.817
2015,James Harden,HOU,0.72,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,0.265,0.683
2015,LeBron James,CLE,0.425,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,0.199,0.646
2015,Russell Westbrook,OKC,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,0.222,0.549
2015,Anthony Davis,NOP,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,0.274,0.549
2015,Chris Paul,LAC,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,0.27,0.683
2015,LaMarcus Aldridge,POR,0.005,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,0.165,0.622
2015,Marc Gasol,MEM,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,0.182,0.671
2015,Blake Griffin,LAC,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,0.183,0.683
2015,Tim Duncan,SAS,0.001,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,0.207,0.671
2015,Kawhi Leonard,SAS,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,0.204,0.671
2015,Klay Thompson,GSW,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,0.172,0.817
2016,Stephen Curry,GSW,1.0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,0.318,0.89
2016,Kawhi Leonard,SAS,0.484,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,0.277,0.817
2016,LeBron James,CLE,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,0.242,0.695
2016,Russell Westbrook,OKC,0.371,80,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,0.245,0.671
2016,Kevin Durant,OKC,0.112,72,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,0.27,0.671
2016,Chris Paul,LAC,0.082,74,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,0.253,0.646
2016,Draymond Green,GSW,0.038,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,0.19,0.89
2016,Damian Lillard,POR,0.02,75,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,0.165,0.537
2016,James Harden,HOU,0.007,82,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,0.204,0.5
2016,Kyle Lowry,TOR,0.005,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,0.196,0.683
2017,Russell Westbrook,OKC,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,0.224,0.573
2017,James Harden,HOU,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,0.245,0.671
2017,Kawhi Leonard,SAS,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,0.264,0.744
2017,LeBron James,CLE,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,0.221,0.622
2017,Isaiah Thomas,BOS,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,0.234,0.646
2017,Stephen Curry,GSW,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,0.229,0.817
2017,Giannis Antetokounmpo,MIL,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,0.21,0.512
2017,John Wall,WAS,0.007,78,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,0.149,0.598
2017,Anthony Davis,NOP,0.002,75,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,0.195,0.415
2017,Kevin Durant,GSW,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,0.278,0.817
2017,DeMar DeRozan,TOR,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,0.166,0.622
2018,James Harden,HOU,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,0.289,0.793
2018,LeBron James,CLE,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,0.221,0.61
2018,Anthony Davis,NOP,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,0.241,0.585
2018,Damian Lillard,POR,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,0.227,0.598
2018,Russell Westbrook,OKC,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,0.166,0.585
2018,Giannis Antetokounmpo,MIL,0.074,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,0.207,0.537
2018,Kevin Durant,GSW,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,0.215,0.707
2018,DeMar DeRozan,TOR,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,0.17,0.72
2018,LaMarcus Aldridge,SAS,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,0.209,0.573
2018,Jimmy Butler,MIN,0.005,59,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,0.198,0.573
2018,Stephen Curry,GSW,0.005,51,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,0.267,0.707
2018,Joel Embiid,PHI,0.004,63,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,0.155,0.634
2018,Victor Oladipo,IND,0.002,75,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,0.155,0.585
2019,Giannis Antetokounmpo,MIL,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,0.292,0.732
